,Unnamed: 0,0,NAME,GEO_ID,DP03_0068E,DP03_0069E,DP03_0066E,DP03_0067E,DP03_0064E,DP03_0065E,DP03_0062E,DP03_0063E,DP03_0060E,DP03_0061E,DP03_0070E,DP03_0071E,DP03_0078E,DP03_0079E,DP03_0076E,DP03_0077E,DP03_0074E,DP03_0075E,DP03_0072E,DP03_0073E,DP03_0082E,DP03_0083E,DP03_0080E,DP03_0081E,DP03_0088E,DP03_0089E,DP03_0086E,DP03_0087E,DP03_0084E,DP03_0085E,DP03_0094E,DP03_0092E,DP03_0093E,DP03_0090E,DP03_0091E,DP03_0058E,DP03_0059E,DP03_0056E,DP03_0057E,DP03_0054E,DP03_0055E,DP03_0052E,DP03_0053E,DP03_0051E,state,place,CITY,STATE
0,1,1,"Flagstaff city, Arizona",1600000US0423620,3276,38228,4724,22123,21587,74232,58808,81044,1763,1515,527,6366,456,1038,517,223,1729,13387,110,-999999999,1737,2842,1446,2593,28105,11182,81458,104634,1204,1331,40851,20683,44961,37904,49144,2541,3755,3427,4624,2494,1575,2063,812,24569,4,23620,Flagstaff, Arizona
1,2,2,"Gilbert town, Arizona",1600000US0427400,12521,28587,17979,22959,69218,115612,99866,117474,9642,9485,1696,10347,1837,2407,1003,284,2141,64173,1017,2810,11116,17552,3024,9907,38154,14382,107227,124813,8331,8712,50287,45431,76385,55591,71805,13180,20085,4961,12327,2754,3192,2005,924,78555,4,27400,Gilbert, Arizona
2,3,3,"San Tan Valley CDP, Arizona",1600000US0464210,6303,32607,8569,22021,26304,77745,70339,79423,1798,1011,1070,9962,825,1863,1268,82,2156,27542,297,-999999999,5863,4721,2723,7621,25232,5066,71363,81463,1565,1011,39484,35270,52169,55048,57803,6464,5822,3246,8844,1922,1902,1331,268,32608,4,64210,San Tan Valley, Arizona
3,4,4,"Fort Smith city, Arkansas",1600000US0524550,6364,19062,10113,19234,27759,65380,45496,65460,1086,1234,2590,8871,2475,2913,1484,428,4999,22683,534,-999999999,2077,3416,3935,4133,27006,12759,50239,76247,810,1012,34750,28030,41104,27622,42646,3557,4000,5947,5485,3735,4875,2798,2725,35442,5,24550,Fort Smith, Arkansas
4,5,5,"Jonesboro city, Arkansas",1600000US0535710,3842,26589,8659,18095,23795,62044,45057,61985,560,1002,2427,10491,2634,1028,1052,716,3709,17692,386,4345,2764,2426,1865,3843,24228,11800,56560,76801,517,847,35843,28101,45582,28975,36211,3855,2367,4122,5924,4571,2590,3248,1253,29492,5,35710,Jonesboro, Arkansas
5,6,6,"Citrus Heights city, California",1600000US0613588,6704,32285,10866,17469,25935,79965,65910,79136,2180,1342,1597,10598,1446,1092,668,549,4150,20106,1401,3015,3755,3728,2050,3852,31228,13284,76626,86778,2069,897,49339,35025,48358,45569,63073,5993,5072,4025,6065,4060,1851,1513,1289,33390,6,13588,Citrus Heights, California
6,7,7,"Fairfield city, California",1600000US0623182,9135,36697,10857,17821,32649,98597,81652,100201,3577,3925,1719,10306,1350,634,447,634,3253,28623,760,5036,5050,6123,3289,4853,33959,10341,86757,106939,3124,3119,50884,41219,58206,61000,63610,6027,7806,4374,7440,2256,1592,1189,778,38964,6,23182,Fairfield, California
7,8,8,"Folsom city, California",1600000US0624638,6143,33427,6573,21695,22095,129322,110469,125772,4844,4461,951,9063,523,592,472,155,1117,19269,746,7227,1940,4873,1088,1594,43305,7576,132903,143399,3947,4085,75137,61961,101902,58182,77243,2912,5514,2268,2985,1208,943,1044,666,26845,6,24638,Folsom, California
8,9,9,"Fontana city, California",1600000US0624680,6397,25706,11428,16673,48467,93936,74238,92148,3882,5153,2659,10563,2946,3496,1650,535,5414,46811,1187,6644,6998,9685,5295,8316,25023,7977,78219,94986,3530,4360,37169,31883,47976,37047,55116,8064,10087,6162,10453,3596,3741,2161,1489,54788,6,24680,Fontana, California
9,10,10,"Fresno city, California",1600000US0627000,24459,27885,41188,16784,133477,70049,49813,67939,8339,6593,16130,9838,11961,9209,8850,4631,36136,114420,15744,3915,14610,15967,16023,20258,23222,56789,56951,77346,6814,6097,40232,29200,42331,30116,43460,21112,20621,22286,28764,22268,15164,14886,11176,171209,6,27000,Fresno, California
10,11,11,"Hemet city, California",1600000US0633182,6720,26793,14781,18311,16853,59994,39305,54516,1186,164,2934,9422,1908,1917,1000,942,5132,18490,1362,5525,2067,2157,3176,4081,19935,10054,52977,63832,1125,117,32344,25579,55797,25896,34402,2325,2680,3949,5539,4415,4219,2183,1884,28544,6,33182,Hemet, California
11,12,12,"Lodi city, California",1600000US0642202,4734,37046,8020,18475,18626,72787,59824,74566,1810,927,972,10847,1412,1592,805,515,2479,16139,355,1187,1698,3080,2519,2295,27525,7812,63671,81042,1493,730,41190,31737,48313,36409,52668,2692,3783,3250,3939,2430,2881,984,1255,23951,6,42202,Lodi, California
12,13,13,"Modesto city, California",1600000US0648354,11292,23993,20589,19436,56594,82930,59312,80087,4241,3484,4849,9772,3052,3625,2556,1476,11299,49162,3207,5530,6022,8765,6764,10401,27443,21594,67114,87885,3435,3066,45456,35445,51143,41019,54797,7778,11907,10621,14347,5678,5568,3671,3461,70756,6,48354,Modesto, California
13,14,14,"Mountain View city, California",1600000US0649670,3147,28916,5857,22127,29539,213541,150405,208735,4830,11920,1010,6150,446,1195,496,145,688,20698,75,-999999999,1732,2513,1162,1296,85826,12702,164909,247051,2994,8719,95397,90974,128805,101621,140260,3063,4539,2490,2175,1167,1594,1155,467,33400,6,49670,Mountain View, California
14,15,15,"Norwalk city, California",1600000US0652526,3023,26810,7685,16847,22182,84675,69156,81290,1485,992,2984,10662,1744,1739,419,334,2856,21773,786,4046,4111,4958,1873,4484,22708,5069,76442,84918,1217,894,38279,32190,42658,25166,43288,4525,5618,2318,5631,2137,1624,1382,1130,26842,6,52526,Norwalk, California
15,16,16,"Oakland city, California",1600000US0653000,22577,33975,36031,17171,135487,119995,76469,114714,15892,25415,11142,10314,6298,5481,3956,2171,15269,86212,6968,4310,9459,12176,8627,12452,46921,79378,83718,130748,9028,16564,61799,47378,65225,62192,92360,17119,25797,15923,23655,13159,9798,10361,8471,165590,6,53000,Oakland, California
16,17,17,"Oxnard city, California",1600000US0654652,7412,28846,14848,17357,45257,86510,75836,89051,4099,3340,2192,10598,2177,4035,1623,683,7287,42421,1357,3364,7803,8238,5675,6482,23833,9462,76579,88913,3027,2678,37789,29704,38931,43962,65843,9067,9803,7151,7614,3463,4257,1883,1206,51883,6,54652,Oxnard, California
17,18,18,"Redding city, California",1600000US0659920,7061,28360,13720,19506,25557,71021,56704,73068,1484,1709,3354,10896,1845,1338,996,601,4661,23308,1418,3977,3722,4318,3366,4479,29151,12168,70306,83358,1345,1298,48175,29562,58240,29305,43184,4137,6517,4364,5992,3276,3097,2685,2215,35476,6,59920,Redding, California
18,19,19,"Santa Clara city, California",1600000US0669084,5402,32234,9696,19982,39337,150706,127245,146115,7891,10968,2335,12667,1321,524,704,217,1720,29783,584,-999999999,3191,5943,1726,2081,52304,15390,144148,163478,5366,8710,68475,53746,106938,80826,107313,4495,8220,2930,3683,2609,1789,1337,1251,45173,6,69084,Santa Clara, California
19,20,20,"Simi Valley city, California",1600000US0672016,9258,30804,15141,20161,35086,117234,92260,119287,5871,5838,1911,9467,880,796,492,271,1929,30605,674,4069,3985,7284,2161,4056,42065,12464,115151,140982,5169,5511,53932,42184,71198,44031,57998,5247,8522,4608,6610,2196,2463,1161,553,43069,6,72016,Simi Valley, California
20,21,21,"South San Francisco city, California",1600000US0673262,5845,29344,8606,19372,16671,139704,102365,137442,2406,4489,1045,12095,456,204,289,156,620,15646,310,-999999999,3180,3322,595,1705,45783,5128,115352,155232,1571,4168,55105,45727,62370,56725,71527,3304,3808,1052,2941,966,750,506,552,20774,6,73262,South San Francisco, California
21,22,22,"South Whittier CDP, California",1600000US0673430,1714,27254,3967,19491,13233,101696,87822,95537,1910,838,893,8936,425,413,378,277,907,13206,723,5124,2273,3750,1264,2041,24939,2577,95166,102145,1547,838,37253,36417,50051,47198,50505,2275,3922,1607,2730,851,641,683,326,15783,6,73430,South Whittier, California
22,23,23,"Sunnyvale city, California",1600000US0677000,6431,37198,10586,22017,49927,202402,150450,197423,7531,20872,1818,10829,498,601,274,590,704,37836,546,3825,3228,5585,1703,3596,74610,18701,164833,216989,6175,15586,85393,81003,111964,106960,153882,4279,9667,3063,6028,1966,1567,817,747,56537,6,77000,Sunnyvale, California
23,24,24,"Torrance city, California",1600000US0680000,12576,36646,16539,21495,43575,116606,96492,115384,5962,7908,2318,9457,1441,976,578,245,1740,37638,671,3045,5418,9699,3186,4112,44848,17353,112250,131871,5224,6759,69715,52190,81968,56214,77017,7964,12310,5004,7091,3402,2608,1941,801,54991,6,80000,Torrance, California
24,25,25,"Westminster city, California",1600000US0684550,4209,38729,8204,18546,21343,93517,62618,91621,1958,2922,2227,9136,2180,1714,1559,351,2438,21455,969,3109,2721,3420,2334,3254,29348,5564,67228,94533,1630,2292,50767,34371,52741,38158,68560,2700,4079,3351,3774,2838,2217,2149,1031,27019,6,84550,Westminster, California
25,26,26,"Yorba Linda city, California",1600000US0686832,5586,39579,7912,21674,18071,154485,125819,151274,4732,4900,740,8382,305,597,602,301,347,18306,361,1781,1929,3650,754,1555,53195,4911,147275,169981,3837,4776,62414,56863,109107,53303,71047,2502,4131,1790,2201,911,856,670,524,23217,6,86832,Yorba Linda, California
26,27,27,"Denver city, Colorado",1600000US0820000,34761,29786,60737,18336,261898,101501,68377,99728,25726,31379,11251,9240,7360,10112,4786,2750,24820,145101,6891,2651,18068,27298,12743,23461,44556,165223,90020,127709,15213,23310,51551,42409,56503,54571,73208,35794,49283,33907,55438,22831,25593,18752,11621,310324,8,20000,Denver, Colorado
27,28,28,"Longmont city, Colorado",1600000US0845970,7247,33579,10835,20356,29984,91343,78322,95261,3104,2718,1364,10367,753,1368,285,387,2369,23913,1091,3102,4182,6112,2067,3863,37920,13414,93652,110919,2593,2303,49063,38149,59982,48080,62378,5579,7844,4131,6386,2299,3005,1132,1129,37327,8,45970,Longmont, Colorado
28,29,29,"Thornton city, Colorado",1600000US0877290,6160,26902,10068,18862,40310,88629,74690,87898,3408,2667,492,10285,1149,1694,1563,115,3389,33589,682,3349,5081,8535,3949,5722,30849,12785,89440,98930,3204,2577,43114,39262,54878,50170,52420,7390,9571,4810,9683,2382,2999,2123,1341,46374,8,77290,Thornton, Colorado
29,30,30,"Bridgeport city, Connecticut",1600000US0908000,5379,15643,12463,16225,40070,65420,44433,59684,2191,1101,5058,8602,2418,3747,2826,1828,13469,32424,2223,3500,3201,3777,4611,7123,22171,18590,51769,69280,1875,1018,40043,26703,40673,27210,38826,5330,4714,7510,9753,4127,5315,7438,3535,51014,9,8000,Bridgeport, Connecticut
30,31,31,"Coral Springs city, Florida",1600000US1214400,5925,24485,10673,19733,36418,97203,75479,96938,4234,3510,1304,8961,1756,1838,479,557,5248,31659,861,4671,4497,6594,3568,5740,33532,10712,84909,106083,3562,3068,42903,36166,59086,47753,62351,5653,7948,5024,7945,2381,3016,1422,1238,42371,12,14400,Coral Springs, Florida
31,32,32,"Davie town, Florida",1600000US1216475,4871,26332,9452,18326,30815,94852,75202,95158,3151,3029,827,7157,1615,1037,1576,303,4348,25680,535,1415,4312,4649,2762,3936,34261,10161,82240,106292,2731,2759,40548,34134,47335,45053,56275,5703,6075,3645,5500,2824,2301,2588,1025,35841,12,16475,Davie, Florida
32,33,33,"Fort Lauderdale city, Florida",1600000US1224000,11844,31823,24683,19449,57103,104725,59290,102320,4618,7954,3280,9435,3296,3162,1623,1338,12495,38835,590,-999999999,3963,6221,4575,7016,44680,36309,67128,125247,2440,5201,42052,36663,54101,51028,76652,6876,11454,9647,12721,7686,5341,4985,3862,75144,12,24000,Fort Lauderdale, Florida
33,34,34,"Fort Myers city, Florida",1600000US1224125,5538,31783,14134,19395,19762,60054,41742,67192,878,1549,1599,11720,2091,1746,543,283,3507,16507,950,2156,2049,1692,3489,2664,28499,14430,51153,80107,721,1229,37545,27088,34143,27316,50789,3184,3249,5289,4048,5137,3500,2373,1730,30937,12,24125,Fort Myers, Florida
34,35,35,"Pompano Beach city, Florida",1600000US1258050,7490,26652,14948,20032,29302,69208,52177,68838,1267,2250,2447,12350,1911,2360,844,1040,6754,22693,851,4529,2749,2650,3428,5049,28216,18423,57161,78041,911,1751,32104,25648,38750,37377,54037,5668,4142,6106,7845,4778,4129,2655,2276,41116,12,58050,Pompano Beach, Florida
35,36,36,"Port St. Lucie city, Florida",1600000US1258715,18316,24053,27394,20052,50603,73478,60813,75534,2290,3080,2619,10138,2918,6107,1303,459,6630,51239,2361,3909,9153,10040,5418,12148,27622,16939,67290,81647,1662,2031,36189,32132,42004,40607,47840,10202,10263,9385,15939,4155,7544,3262,2058,68178,12,58715,Port St. Lucie, Florida
36,37,37,"Atlanta city, Georgia",1600000US1304000,23191,37220,44313,16281,168546,114367,65345,108730,14641,27149,11735,9317,8234,7092,4923,3784,29169,90248,2256,1433,8352,12521,6392,11307,48869,121571,81207,151271,7962,19681,55206,43813,68182,52724,75709,23368,28278,18972,32597,18701,14870,22144,11099,211819,13,4000,Atlanta, Georgia
37,38,38,"Sandy Springs city, Georgia",1600000US1368516,5425,46194,8577,22600,41605,128553,75064,134935,3233,9029,973,11620,504,1411,407,110,1845,25756,397,-999999999,2539,3657,1567,6013,60616,21990,101151,183431,2075,7473,55736,50320,62022,61638,76651,5630,6005,4877,11732,1523,3094,1998,625,47746,13,68516,Sandy Springs, Georgia
38,39,39,"South Fulton city, Georgia",1600000US1372122,9703,23440,10055,19822,28191,78731,68823,81602,2043,1699,2382,10053,492,1319,586,127,4184,22080,510,2197,4100,3843,3524,4714,30929,11713,76261,93345,1676,1699,39087,33005,45334,49731,53526,5433,5082,5297,8338,1567,2403,1359,572,33793,13,72122,South Fulton, Georgia
39,40,40,"Warner Robins city, Georgia",1600000US1380508,6574,26853,7078,18439,23863,85124,53029,82924,1301,2585,1647,11863,918,1691,433,266,2508,18343,175,-999999999,1967,3638,2356,3248,37771,11223,76357,106143,1241,2585,40640,34594,50025,37630,44714,2563,4514,5682,4577,1845,4057,1021,1421,29566,13,80508,Warner Robins, Georgia
40,41,41,"Boise City city, Idaho",1600000US1608830,17352,24649,25392,19553,74488,81504,56681,77489,5992,5931,3452,8579,2368,4267,2439,692,6053,54101,1466,1469,7305,8795,7778,9969,34130,43000,73317,96939,5774,4714,41288,33584,50961,38078,49560,10815,12145,14652,19196,8855,9015,7936,2564,97101,16,8830,Boise City, Idaho
41,42,42,"Decatur city, Illinois",1600000US1718823,6876,20173,10797,18298,22633,60820,43042,59211,616,665,1708,11501,1439,1438,1670,699,6292,18386,675,2848,2726,3126,2855,3206,26372,12746,56369,74353,616,611,35202,27319,46342,27947,34824,3738,3588,4938,4804,4193,3457,2755,2378,31132,17,18823,Decatur, Illinois
42,43,43,"Joliet city, Illinois",1600000US1738570,7373,29565,12106,17936,40194,83323,75818,84104,3516,1905,3177,9677,1795,2339,1571,485,8653,34566,1214,2700,6029,8524,3263,5842,27748,12209,81346,90475,3435,1283,40739,35273,57046,45438,56126,8792,9516,5551,7699,3137,2713,2613,1333,46775,17,38570,Joliet, Illinois
43,44,44,"Skokie village, Illinois",1600000US1770122,3616,33233,8028,20302,16753,97914,67487,94976,2283,1661,1019,9819,745,970,198,119,2725,15890,782,3323,1335,3961,2383,2801,34897,6759,87005,112535,1891,1487,49041,37260,61658,34004,49509,2132,4396,3488,3285,1862,1518,1696,328,22649,17,70122,Skokie, Illinois
44,45,45,"Springfield city, Illinois",1600000US1772000,11304,33236,16440,17930,36683,73515,51142,72690,1912,2676,3243,10603,3108,2173,1714,524,9177,28070,1318,2652,3982,5066,2580,4876,32061,21619,72560,92731,1562,2485,39136,30428,51422,31222,44109,6281,6430,5890,7985,6526,4917,4854,2218,49689,17,72000,Springfield, Illinois
45,46,46,"Hammond city, Indiana",1600000US1831000,6325,15358,9255,18135,20637,57578,41568,56329,623,503,1178,11502,1876,1610,2255,846,5149,17911,325,2101,2097,2015,2335,3917,21700,10056,50206,61338,556,404,32424,31499,43038,31359,40842,3267,2617,4488,5115,3567,3471,2647,1669,27967,18,31000,Hammond, Indiana
46,47,47,"Sioux City city, Iowa",1600000US1973335,4303,23433,8994,18003,25922,76270,60682,75163,2362,1284,1964,9081,1673,2109,470,529,4989,20939,807,3138,3554,2986,2008,4648,28159,10379,68643,85060,1808,1154,36044,33529,50649,31225,47008,4979,3944,3309,5552,2748,4177,1535,1428,31318,19,73335,Sioux City, Iowa
47,48,48,"Waterloo city, Iowa",1600000US1982425,5011,20102,10523,17741,21356,63489,45646,61015,751,691,2538,7787,1477,2322,841,662,5894,17560,555,1610,2445,2172,2423,3958,26401,11544,57528,74491,724,536,35488,27925,40151,26698,34389,3036,2609,3679,6308,3341,4427,1725,2537,29104,19,82425,Waterloo, Iowa
48,49,49,"Wichita city, Kansas",1600000US2079000,26700,19943,45302,19393,120256,73404,51051,70740,7854,6128,11742,8974,7358,9012,3535,2334,19798,92115,4780,2506,12543,14902,12223,19023,28729,62397,65261,84670,6343,4842,39530,30972,48404,32337,46598,17750,18009,22115,29363,18652,16897,10577,7167,154512,20,79000,Wichita, Kansas
49,50,50,"Bossier City city, Louisiana",1600000US2208920,6212,24637,7450,17674,21408,66696,52078,65718,993,761,1822,9288,951,2064,629,1039,3752,16423,703,-999999999,2836,2893,1053,3498,27709,10705,65103,76279,724,736,40960,31437,43924,37467,48599,3519,3879,3277,5427,2516,3722,1237,1797,27128,22,8920,Bossier City, Louisiana
50,51,51,"Ellicott City CDP, Maryland",1600000US2426000,5826,37871,5980,24137,22060,163100,131394,155116,4660,7451,491,11171,431,583,448,129,945,20136,0,-999999999,1762,2415,1239,1605,56954,6596,162327,179102,4538,6986,72107,62377,101684,57437,77649,2339,3637,2272,3609,607,990,756,411,26732,24,26000,Ellicott City, Maryland
51,52,52,"Boston city, Massachusetts",1600000US2507000,24431,29687,60592,15986,220405,114189,71834,105199,26085,34946,22350,9529,8701,8900,6257,4327,46135,128894,8352,3360,16856,21531,13537,15128,43367,145780,85934,126008,13196,20461,57342,41125,61873,56654,83476,31701,41784,23812,34785,22031,15618,26443,17469,274674,25,7000,Boston, Massachusetts
52,53,53,"Quincy city, Massachusetts",1600000US2555745,5407,24759,9547,16070,32953,96308,73503,90521,3245,3124,2330,12075,1387,759,645,397,4161,21011,877,4517,3416,4327,1741,4000,38994,19188,83920,103855,1939,2400,57700,46213,59040,59034,72972,6165,7281,4404,6991,3290,2093,1901,1705,40199,25,55745,Quincy, Massachusetts
53,54,54,"Troy city, Michigan",1600000US2680700,5903,25176,9298,24612,24284,131566,96864,124533,3506,5102,999,10228,233,854,813,200,386,22376,371,-999999999,3170,5525,1309,2641,46664,8353,113640,141484,3200,4431,60327,58083,86306,58926,76959,4611,6333,1876,4484,829,1860,1556,572,30729,26,80700,Troy, Michigan
54,55,55,"Maple Grove city, Minnesota",1600000US2740166,5209,28137,7487,22718,23600,133680,102380,126933,3967,4228,543,6664,823,807,306,0,252,20229,112,-999999999,2359,5416,947,2494,51922,8818,117901,147937,3294,3783,72749,56642,74944,62627,76980,2770,7248,1861,5064,1357,1724,731,97,29047,27,40166,Maple Grove, Minnesota
55,56,56,"Independence city, Missouri",1600000US2935000,10139,21543,15607,20211,37363,67832,55323,69445,1611,1054,2753,11662,2515,3345,796,527,4994,30317,1276,2264,5362,4958,3604,6853,29468,17920,65579,80013,1561,796,36474,33403,45570,34885,45496,6849,7068,6771,9431,4599,6694,2412,1748,48237,29,35000,Independence, Missouri
56,57,57,"St. Joseph city, Missouri",1600000US2964550,6414,18553,10983,18820,22093,58626,51347,64119,1450,748,1645,9794,1433,1879,876,277,3568,16799,1025,2500,2459,1829,2391,3630,26041,11515,60471,74859,1450,575,35176,30338,45303,32491,44569,4282,2652,3658,5371,2985,3674,1219,2275,28314,29,64550,St. Joseph, Missouri
57,58,58,"Lincoln city, Nebraska",1600000US3128000,16294,25175,29181,21056,95430,71613,55388,72809,6375,4008,4076,11676,4036,3506,1955,679,8763,64512,2482,2898,10269,12804,8424,13424,29704,50358,75489,91721,5593,3822,39170,31242,48894,37481,45473,13393,17404,17275,23370,10802,11882,5785,4576,114870,31,28000,Lincoln, Nebraska
58,59,59,"North Las Vegas city, Nevada",1600000US3251800,13571,25367,19765,18978,65349,70121,55470,71234,4897,1574,3974,10440,4402,4240,1507,1254,12729,54734,3178,3172,8674,9291,8073,11641,24426,24040,64778,79450,4250,1402,38961,34078,42033,33382,46667,10355,11601,12232,15496,6852,8122,4611,3034,78774,32,51800,North Las Vegas, Nevada
59,60,60,"Manchester city, New Hampshire",1600000US3345140,6342,21886,12311,18113,34791,77366,60232,73203,2138,1371,3216,9808,1691,1951,1126,299,6555,24852,1937,5345,3681,4824,2855,5548,30001,19434,67223,83235,1953,924,40060,36268,50681,42120,55338,6992,6872,5765,8660,3289,4664,2745,1790,44286,33,45140,Manchester, New Hampshire
60,61,61,"Cary town, North Carolina",1600000US3710740,11669,29718,13755,25375,55095,132159,102172,132171,8261,11748,1664,8286,1607,921,524,336,1506,47742,857,3895,6571,10227,2463,6317,50730,16429,127543,152052,7695,11081,61972,52495,95748,60085,68467,8244,12808,4406,11124,2714,2640,1655,571,64171,37,10740,Cary, North Carolina
61,62,62,"Jacksonville city, North Carolina",1600000US3734200,4075,16323,3353,15982,18170,50498,45978,52178,155,396,733,6310,2260,2222,772,294,3345,15761,234,-999999999,2259,1685,1833,3905,21140,5974,50929,58112,155,376,29991,23528,25014,35535,35468,2337,1717,3351,5476,2371,3976,1487,469,21735,37,34200,Jacksonville, North Carolina
62,63,63,"Wilmington city, North Carolina",1600000US3774440,10372,27067,16975,20071,38338,65041,46488,67428,1637,3316,2442,7575,1757,1626,1444,1011,5546,24514,814,2857,3484,4003,3425,4224,30954,28484,66839,90169,1259,2281,32213,26173,40448,32091,46353,5224,4961,7565,9546,6387,5152,5915,3295,52998,37,74440,Wilmington, North Carolina
63,64,64,"Bismarck city, North Dakota",1600000US3807200,5166,27716,8706,20596,25498,85810,65567,83022,2013,1782,698,11529,713,846,84,181,2719,18163,704,2842,2949,5071,1691,3118,37732,14466,91975,109386,1887,1623,43030,40628,61040,38116,46707,4315,6383,3700,6073,2030,3254,1391,1688,32629,38,7200,Bismarck, North Dakota
64,65,65,"Columbus city, Ohio",1600000US3918000,48015,27383,76388,16911,305240,68497,52971,68102,14541,11733,21401,10595,15267,19833,10207,5993,46509,194270,6970,2561,27349,33421,25914,36873,28989,171764,63443,78201,10848,8565,40200,32262,49523,41000,54108,45459,49075,52627,73064,35782,38775,29150,15828,366034,39,18000,Columbus, Ohio
65,66,66,"Cranston city, Rhode Island",1600000US4419180,5403,26543,9043,18470,24747,88876,64680,82237,2092,1863,1936,11705,940,1321,1035,199,3580,19060,815,3473,2852,4272,1850,3200,34146,12933,84070,96446,1689,1702,42878,39161,58584,45928,57915,4852,6002,3939,4891,2160,3314,1949,931,31993,44,19180,Cranston, Rhode Island
66,67,67,"Pawtucket city, Rhode Island",1600000US4454640,3307,17327,9953,16203,22059,63954,44569,62383,438,904,2305,10427,1126,1788,737,688,6377,16052,1017,1478,2858,2405,2216,3008,27846,12999,63567,78404,466,760,37952,32920,42201,28884,38433,4129,3300,4170,4915,4474,2803,2254,1664,29051,44,54640,Pawtucket, Rhode Island
67,68,68,"Franklin city, Tennessee",1600000US4727740,4883,26471,6666,23915,26225,119401,92510,118476,3312,4354,757,11368,501,479,309,280,649,23297,392,-999999999,2484,5874,1897,4502,45519,6994,106029,132542,2881,4090,51893,48065,85323,48490,65685,3067,7051,2904,5827,1400,1379,670,327,30291,47,27740,Franklin, Tennessee
68,69,69,"Memphis city, Tennessee",1600000US4748000,34977,23131,71953,16295,190253,62082,37199,58145,6661,9486,19349,9243,16497,14634,12073,7722,52798,138958,3486,2038,13774,16133,20209,24993,24187,113559,48627,71593,5094,7829,34403,27396,38040,26638,40250,21538,21174,35752,39768,34791,30829,31784,20734,252517,47,48000,Memphis, Tennessee
69,70,70,"Allen city, Texas",1600000US4801924,4857,16487,6110,20550,31848,135408,101696,133217,3807,7761,660,7660,1256,527,1081,0,425,27296,322,-999999999,4427,4439,1571,3488,47398,8487,112259,145583,3678,6829,52263,49163,80041,65617,86295,4987,6751,2393,4789,1791,1291,1650,563,35783,48,1924,Allen, Texas
70,71,71,"Brownsville city, Texas",1600000US4810768,4507,20151,16026,14013,40556,52900,36976,50590,1003,983,2851,7548,6439,5465,4608,2603,13441,42332,965,1876,4659,3649,5134,7862,15550,9002,40498,54111,960,953,25537,21964,30607,20045,30461,4968,3811,6155,10033,7563,6038,6510,4270,51334,48,10768,Brownsville, Texas
71,72,72,"Fort Worth city, Texas",1600000US4827000,38387,27163,66321,17408,259786,81717,58448,81165,18558,17585,16913,9046,14155,18890,10995,6541,42238,208389,7229,2352,31209,33299,26500,37165,29010,99799,66765,90876,15521,14114,39775,32911,48302,37350,55815,42006,43500,39534,53906,28261,30783,19935,14120,308188,48,27000,Fort Worth, Texas
72,73,73,"Georgetown city, Texas",1600000US4829336,9990,35597,12827,24157,17920,92472,71113,95714,2444,2388,370,8028,588,931,138,177,1200,19290,413,-999999999,3047,3687,2563,3848,37511,8772,87352,107129,2269,2042,51343,35925,56257,49474,62509,4120,4729,3472,5824,784,2788,609,904,28062,48,29336,Georgetown, Texas
73,74,74,"Midland city, Texas",1600000US4848072,6655,23835,10354,16301,41958,112477,81919,113716,4260,5312,1253,5553,867,1172,433,843,1933,31416,338,-999999999,4985,6756,3304,4637,40455,16411,95885,133900,3879,4540,42122,41177,63819,51039,69560,8316,9109,4958,7491,2387,2358,2046,1590,47827,48,48072,Midland, Texas
74,75,75,"Sugar Land city, Texas",1600000US4870808,6411,27910,11167,22111,32491,144565,110495,141066,6299,7605,683,8353,414,658,550,101,557,30547,323,-999999999,3094,6531,1059,5216,48417,8831,125429,158934,5750,7174,61513,55878,82230,56613,75902,4277,7956,2117,6594,914,2033,869,714,39378,48,70808,Sugar Land, Texas
75,76,76,"Waco city, Texas",1600000US4876000,6868,30049,12583,16267,37776,52677,39714,52754,1224,957,3346,8639,2273,3396,2865,1664,9716,28570,1646,2555,3615,3136,4015,5776,19403,19462,50366,62899,1040,790,29261,22134,34276,21928,34368,5498,3835,6675,8137,6302,4699,7069,3636,48032,48,76000,Waco, Texas
76,77,77,"West Valley City city, Utah",1600000US4983470,6922,19659,9172,18676,33684,74354,64335,74606,1876,852,1420,9143,1719,2413,614,595,3763,29418,442,1959,4786,4737,3759,8379,22540,9480,66884,78576,1775,641,32240,30393,41056,42334,51591,5899,6231,4722,10695,2627,3509,1345,1142,38898,49,83470,West Valley City, Utah
77,78,78,"Alexandria city, Virginia",1600000US5101000,11579,46803,11545,20069,62535,128496,101215,131988,9615,12874,1628,8438,1517,1658,1300,692,3422,35480,515,4643,3427,5663,2132,3672,61158,36260,125680,161290,5945,9474,75857,61302,78940,84312,102077,9119,13851,5167,9828,3285,3310,2949,1742,71740,51,1000,Alexandria, Virginia
78,79,79,"Hampton city, Virginia",1600000US5135000,12793,31782,15881,17746,42518,68311,55466,70520,2821,1908,4137,8640,2392,1770,1677,645,5696,31422,1321,-999999999,5130,4444,4380,7247,29962,23378,63870,81954,2152,1585,38468,35134,50320,40550,51734,7226,6367,8395,12236,4680,4311,4516,2340,54800,51,35000,Hampton, Virginia
79,80,80,"Kennewick city, Washington",1600000US5335275,4744,24549,9158,20960,22161,71564,55135,71475,1308,1094,1926,14872,1271,1502,725,347,4244,19289,1168,1699,3498,3349,2714,3754,26619,10003,71801,87066,1035,1094,36736,31376,50650,29661,36622,4509,3622,4474,5108,3578,3359,1354,886,29292,53,35275,Kennewick, Washington
