,Unnamed: 0,0,NAME,GEO_ID,DP03_0068E,DP03_0069E,DP03_0066E,DP03_0067E,DP03_0064E,DP03_0065E,DP03_0062E,DP03_0063E,DP03_0060E,DP03_0061E,DP03_0070E,DP03_0071E,DP03_0078E,DP03_0079E,DP03_0076E,DP03_0077E,DP03_0074E,DP03_0075E,DP03_0072E,DP03_0073E,DP03_0082E,DP03_0083E,DP03_0080E,DP03_0081E,DP03_0088E,DP03_0089E,DP03_0086E,DP03_0087E,DP03_0084E,DP03_0085E,DP03_0094E,DP03_0092E,DP03_0093E,DP03_0090E,DP03_0091E,DP03_0058E,DP03_0059E,DP03_0056E,DP03_0057E,DP03_0054E,DP03_0055E,DP03_0052E,DP03_0053E,DP03_0051E,state,place,CITY,STATE
312,313,313,"Yakima city, Washington",1600000US5380010,6927,27623,12403,18122,24732,63086,48942,64221,1497,964,2141,8515,1954,1190,577,1156,9302,21616,1667,2003,3424,2889,4284,4255,24282,12910,60524,73482,1156,731,32925,28508,39687,23742,45959,4508,3613,5676,6392,4514,2242,3020,2100,34526,53,80010,Yakima, Washington
313,314,314,"Milwaukee city, Wisconsin",1600000US5553000,28422,23112,58621,16112,179362,59025,42087,57343,6343,3916,23066,10291,15414,16138,8561,5907,60375,127041,6007,2886,14850,15751,18263,24513,23439,104000,48972,66367,4884,2760,37203,29274,42217,30904,42922,24333,22773,35418,40763,29225,26558,23536,18176,231041,55,53000,Milwaukee, Wisconsin
314,315,315,"Oshkosh city, Wisconsin",1600000US5560500,4011,19965,6944,18300,20792,60601,50452,58285,415,237,1171,11360,1238,1201,407,223,2149,13238,301,1104,2303,2746,997,3704,24086,13465,68963,73530,232,187,34717,28393,46471,35007,41357,3755,3287,3628,5839,3349,3230,1796,1167,26703,55,60500,Oshkosh, Wisconsin
315,316,316,"Bayamón zona urbana, Puerto Rico",1600000US7206593,13229,21586,25758,14585,35952,36086,25078,34982,189,370,593,12801,6881,4928,6442,3253,17731,39668,1756,1601,2892,1570,6482,6812,14512,20011,31857,38945,185,223,24464,17978,23620,16339,21916,3489,1675,8918,8656,11086,6600,13023,5673,59679,72,6593,Bayamón zona urbana, Puerto Rico
316,317,317,"Huntsville city, Alabama",1600000US0137000,19496,32907,23851,20288,64854,77531,55405,79715,4672,6443,4993,8786,3778,3246,2274,2062,11611,50760,5397,1776,6484,8035,5817,9354,34089,34088,71939,98986,3812,5898,42388,31194,52439,35503,49045,8833,10646,12019,14943,8074,7072,6459,5687,84848,1,37000,Huntsville, Alabama
317,318,318,"Mesa city, Arizona",1600000US0446000,35538,24046,56855,21403,145135,74598,58247,75590,9309,8243,7355,10538,9854,12214,4199,2584,16937,124204,2019,2836,15589,22210,15349,26597,28709,61305,65916,86047,8227,7381,38674,31882,44328,38505,49811,21138,27896,25441,39675,17797,20859,9009,6142,185509,4,46000,Mesa, Arizona
318,319,319,"Peoria city, Arizona",1600000US0454050,15481,26697,22263,20151,47231,98261,72050,92795,4917,4936,1977,10603,1292,2283,946,1178,3751,44676,1015,2810,7580,9899,4285,8817,35183,18542,85664,106452,3903,4493,42255,38832,53158,37293,54543,8914,11892,7126,11791,4559,4186,2352,2545,63218,4,54050,Peoria, Arizona
319,320,320,"Apple Valley town, California",1600000US0602364,5026,34999,7726,21146,16995,77729,56659,72931,1561,984,1965,8361,1661,1218,864,582,3648,18172,1859,4569,3161,2588,2051,3548,24778,6130,67046,82249,1515,984,44938,36597,49927,32448,44322,3718,3021,3074,4601,2433,2236,1195,1479,24302,6,2364,Apple Valley, California
320,321,321,"Bellflower city, California",1600000US0604982,2608,20662,5235,16403,21234,81075,61955,78935,1289,509,1291,9494,1598,1282,108,459,3129,17170,677,3703,2306,4264,2225,3472,26236,7163,68082,84406,1045,411,41106,31292,50060,41840,60916,3221,4905,3190,4894,2173,2054,689,1409,24333,6,4982,Bellflower, California
321,322,322,"Buena Park city, California",1600000US0608786,4128,21567,5582,20242,20623,108776,83953,117498,2136,2811,1210,9386,1210,1198,479,342,1933,19075,422,-999999999,2459,4189,1905,3038,35321,4096,84372,123019,1653,2602,43193,34213,50757,50758,69745,3288,4544,2513,3857,1064,1824,722,412,23171,6,8786,Buena Park, California
322,323,323,"Camarillo city, California",1600000US0610046,7415,34267,9633,20004,18200,121599,88991,113212,2985,2824,674,9528,515,1000,288,60,782,17470,145,-999999999,2540,4815,1156,2213,42421,7667,109270,131162,2547,2336,50889,42283,69699,52409,66664,3602,5735,2095,3905,1108,1001,1063,819,25137,6,10046,Camarillo, California
323,324,324,"Chino city, California",1600000US0613210,4082,27470,6884,16514,22011,92311,82175,94062,2539,2321,845,13402,1014,475,165,200,1580,19608,381,4744,3639,3753,2171,4043,28068,5901,87895,103121,2125,2023,47434,38503,51425,44102,56348,4864,4000,2741,4867,1699,835,1031,612,25509,6,13210,Chino, California
324,325,325,"Davis city, California",1600000US0618100,4207,57738,4443,17782,20265,93621,66739,100716,1752,3989,758,11446,163,481,606,65,682,11768,386,1684,1470,2214,363,1340,36928,13028,129942,155188,1384,3682,56815,27168,77469,35483,50693,2316,3641,1707,3624,1419,2068,3422,858,24796,6,18100,Davis, California
325,326,326,"El Monte city, California",1600000US0622230,2143,19314,9730,14322,25800,61179,47730,61699,1185,733,2382,9601,3143,1827,499,1020,4707,24990,1757,5190,3405,2615,5318,5795,17789,5479,51781,65000,924,444,31034,24515,31765,17312,29004,3548,2926,6032,6020,3662,2551,2059,1753,30469,6,22230,El Monte, California
326,327,327,"Fullerton city, California",1600000US0628000,7314,30176,11310,20684,37575,104914,74712,107076,5140,5434,2254,9540,1856,2295,1069,214,3849,31145,992,6427,4690,4870,2816,4081,36401,14035,92797,124674,4288,4966,50331,36888,53800,48977,62512,5584,6345,5211,7913,2424,3652,2341,1136,45180,6,28000,Fullerton, California
327,328,328,"Hesperia city, California",1600000US0633434,4563,38141,9801,15962,20121,68739,55869,65543,806,650,2104,10597,2549,1659,1192,871,3645,22259,924,4963,4825,3344,2417,4018,20148,5444,63426,71084,806,578,32094,29330,50301,20210,34262,5772,3663,2703,4428,3640,2299,2114,1628,27703,6,33434,Hesperia, California
328,329,329,"Huntington Beach city, California",1600000US0636000,13832,45267,20581,21413,61058,123143,94991,123293,7867,13159,3093,9933,1947,1992,975,1090,3509,48942,1269,4086,5804,10881,3056,6270,48663,27680,113945,139353,6378,10549,62220,50125,81032,65886,89916,10211,15738,5806,10571,4601,3789,2378,2502,76622,6,36000,Huntington Beach, California
329,330,330,"Milpitas city, California",1600000US0647766,2847,28957,5943,20274,20243,161250,132754,157547,3089,7135,1341,10875,993,688,526,54,859,18843,434,3125,1718,3698,687,1556,47358,4318,140279,167999,2636,6287,78376,59313,95086,83689,102206,2142,4499,546,2094,1348,718,1119,471,23161,6,47766,Milpitas, California
330,331,331,"Pasadena city, California",1600000US0656000,7189,48509,12527,19350,42605,122565,77549,117268,4755,8309,3229,10238,2103,1324,1490,632,2712,31060,1162,4296,3448,5930,2344,3990,46226,22841,100716,144113,3591,6208,60229,42096,60619,46535,78506,6153,8492,4238,6632,4139,3587,5167,2429,53901,6,56000,Pasadena, California
331,332,332,"Pomona city, California",1600000US0658072,5008,23850,10367,17091,33411,70491,57018,71923,1717,1452,2966,11620,2957,3041,1633,897,5937,29696,2042,4716,4877,4264,3720,5474,20362,9726,60900,75475,1564,1269,31543,25759,36864,41844,51200,6430,5650,4962,7112,4102,4387,2065,1545,39422,6,58072,Pomona, California
332,333,333,"Rancho Cordova city, California",1600000US0659444,6318,27037,7624,18494,21620,86494,63732,82510,2043,1721,2180,11399,1612,1257,885,581,2867,18685,1285,4877,2381,3006,2098,3664,31691,9194,68330,86534,1710,1491,49052,41305,57179,51925,69569,3524,4550,3335,5386,2651,2228,1383,1058,27879,6,59444,Rancho Cordova, California
333,334,334,"San Francisco city, California",1600000US0667000,44333,37843,85478,18545,293894,175009,112376,166893,41684,103466,23532,9620,8185,8299,4492,2332,16657,178643,8979,4354,18386,25689,11063,18329,71606,184184,131253,198515,21521,60347,80879,65393,100057,88771,131364,32079,51605,23032,36650,21691,17671,19249,15700,362827,6,67000,San Francisco, California
334,335,335,"San Leandro city, California",1600000US0668084,6417,26391,8787,19299,25388,106408,81722,104399,2775,3634,2139,10480,810,782,191,129,2685,21028,1318,5744,2633,4751,2127,4192,37745,9721,92670,116929,2181,3232,52085,41703,55517,52929,72891,3533,6926,3052,5692,2079,1664,820,574,30749,6,68084,San Leandro, California
335,336,336,"Upland city, California",1600000US0681344,4756,44479,7155,21826,21318,91027,72788,93581,2389,1991,842,10024,902,1262,596,722,1782,18590,486,5197,2450,3847,1657,3283,32839,7654,81508,104912,2200,1671,44906,35879,56795,49556,59949,3585,4881,2258,4983,1909,1884,1385,979,26244,6,81344,Upland, California
336,337,337,"Victorville city, California",1600000US0682590,4234,21474,8934,16835,24135,73885,50828,68464,1743,1638,3239,12407,2973,2743,1324,1002,6524,24358,2180,4467,2324,2851,3219,4808,19792,7266,53970,74087,1789,1325,36774,30646,43471,26609,41158,3037,3831,3892,5906,3833,3448,2504,1792,31624,6,82590,Victorville, California
337,338,338,"Highlands Ranch CDP, Colorado",1600000US0836410,6585,37884,8315,22048,33393,149522,124795,151229,6240,8629,592,11723,234,499,133,82,145,29606,53,-999999999,3605,8293,759,1904,54707,8788,143299,170489,5851,8246,65569,60593,100262,68327,81701,4645,10470,1755,3692,832,1435,337,359,38394,8,36410,Highlands Ranch, Colorado
338,339,339,"Lakewood city, Colorado",1600000US0843000,11946,28970,19740,18973,52616,88516,70654,89203,4484,4420,2542,9409,1931,2589,978,284,3080,38055,1198,3603,6455,9319,3517,5478,38908,27863,90162,107742,3684,3820,45379,39436,50472,46807,60278,9220,12307,8202,12205,5510,4269,3191,2110,65918,8,43000,Lakewood, Colorado
339,340,340,"Westminster city, Colorado",1600000US0883835,8930,28893,11284,19647,38057,88558,71626,88926,4503,2419,1172,11770,1087,1445,343,89,1909,29216,249,-999999999,4249,7220,3293,5475,37115,16786,91173,105603,4006,2009,47094,40416,52765,45175,55684,5293,9437,7598,8836,2872,2618,1649,777,46002,8,83835,Westminster, Colorado
340,341,341,"Stamford city, Connecticut",1600000US0973000,6276,33564,13788,19771,42751,141948,86993,138129,4919,10348,1485,8518,1731,2455,755,870,4154,31347,341,1034,3397,4884,1952,4445,55240,19500,100399,159673,3178,7680,61672,45819,71662,57554,95347,5709,7109,3587,7112,3564,3131,3382,1986,50847,9,73000,Stamford, Connecticut
341,342,342,"Boca Raton city, Florida",1600000US1207300,7361,44600,16360,22454,27489,151573,91438,144581,5070,7709,735,8745,429,1169,644,50,635,23236,608,-999999999,2625,4221,1628,2779,63698,18707,123175,177633,4163,5528,52240,46356,86607,51757,101122,4241,6598,3584,5486,2541,2515,3007,1192,41943,12,7300,Boca Raton, Florida
342,343,343,"Daytona Beach city, Florida",1600000US1216525,6486,24317,11375,19115,18774,53791,39292,54533,732,585,1321,9550,1422,1086,1134,463,7935,13928,1161,2409,1268,1208,2453,3839,23755,14539,51880,67607,626,429,31870,26631,33522,31095,39971,2586,1564,5033,5890,3347,3837,3227,1666,28467,12,16525,Daytona Beach, Florida
343,344,344,"Delray Beach city, Florida",1600000US1217100,6481,29490,11764,20790,19587,96990,61179,96641,1673,2781,695,8498,1052,755,613,559,1439,14784,228,-999999999,1661,2511,1731,2415,42922,13988,79147,119381,1369,2118,50066,32200,51245,51078,71604,3237,3942,3878,5837,2566,1850,2078,930,28772,12,17100,Delray Beach, Florida
344,345,345,"Homestead city, Florida",1600000US1232275,929,17913,3850,12254,16729,58194,44134,62679,835,266,1862,7011,2809,1954,447,588,6788,15802,538,1120,2431,1181,3133,2398,18259,3009,44599,62860,627,234,29946,23875,33765,35268,53211,2766,1511,3590,2937,2998,2434,824,650,18811,12,32275,Homestead, Florida
345,346,346,"Miami city, Florida",1600000US1245000,10895,27187,54153,14201,140181,80471,41818,71999,8689,10882,14688,8192,15376,12127,5892,5741,52179,99417,2354,2823,10342,9178,12925,16895,30651,83214,46701,76015,4476,6465,33127,29567,36871,31813,64615,16082,15841,21572,28308,27375,19054,23880,10948,182631,12,45000,Miami, Florida
346,347,347,"Sunrise city, Florida",1600000US1269700,3951,15553,12468,16813,27551,73524,50284,69644,1437,1013,1354,8847,1223,2382,179,71,5232,21353,955,996,3354,3732,4334,4149,28198,13752,63270,87538,1084,845,40384,30598,41575,30236,39855,4206,4259,5591,6744,3427,4719,1459,2250,35105,12,69700,Sunrise, Florida
347,348,348,"Athens-Clarke County unified government (balance), Georgia",1600000US1303440,7070,30413,12255,17205,40434,57204,42053,60013,1820,1820,2895,8927,2918,3365,1109,553,5991,25705,410,-999999999,3424,3514,3211,4282,23571,23414,58198,80123,1662,1667,36361,20199,41008,29956,36670,5349,4464,7506,7315,6767,6022,6080,1976,49119,13,3440,Athens-Clarke County unified (balance), Georgia
348,349,349,"Carmel city, Indiana",1600000US1810342,5028,31840,8498,23017,32456,168967,125168,170539,5118,9285,733,9624,260,310,218,222,316,27527,0,-999999999,2424,6006,1254,3227,63773,8894,149312,198338,4783,8823,66302,62176,109115,66749,81678,3225,8342,2653,5084,1189,608,526,391,36421,18,10342,Carmel, Indiana
349,350,350,"Evansville city, Indiana",1600000US1822000,7919,16537,16925,16549,39170,57301,40899,55590,1040,1060,3216,9808,3627,2922,1296,848,7643,26893,925,2259,4853,3369,3647,4857,25172,24083,55182,69092,630,844,32043,27565,44929,27335,38605,6116,3981,7218,9549,7428,5918,5467,3199,50976,18,22000,Evansville, Indiana
350,351,351,"Shawnee city, Kansas",1600000US2064500,3784,19762,5393,26088,20224,111711,82874,108850,2567,3076,357,-999999999,256,1093,271,0,248,16658,303,-999999999,2440,3772,1027,2484,40185,7159,109917,130799,2567,2748,51461,45440,67649,51005,57492,3319,4287,1646,4362,692,1985,1138,745,23817,20,64500,Shawnee, Kansas
351,352,352,"New Orleans city, Louisiana",1600000US2255000,21229,25063,42390,14867,110949,72530,38423,65720,6150,8429,13645,8436,7946,6533,4626,3341,25315,68103,2573,2426,6495,11142,7198,9997,29048,87001,60826,91260,4420,6405,40389,31346,51272,26223,44417,12656,15708,17554,22577,20669,14163,23009,14189,155104,22,55000,New Orleans, Louisiana
352,353,353,"Shreveport city, Louisiana",1600000US2270000,13275,19228,25318,16832,55205,57024,36338,55582,2165,2149,7861,8211,6277,5067,1624,2383,12967,43574,2468,2709,4398,5131,6035,9076,23368,31076,50863,67658,1897,1686,29715,25248,41086,24773,37085,5646,6635,10069,12422,12362,9934,7734,5534,74650,22,70000,Shreveport, Louisiana
353,354,354,"Sterling Heights city, Michigan",1600000US2676460,9672,24053,16156,20411,39892,73787,60631,75479,2999,1822,3474,8421,2051,3532,474,1070,5525,34473,1160,1214,4904,6476,4854,6593,28418,14559,66416,84558,2697,1822,41618,32114,51629,43764,51854,6834,8005,7363,9819,3675,5251,1367,1897,49032,26,76460,Sterling Heights, Michigan
354,355,355,"Warren city, Michigan",1600000US2684000,12034,24275,19048,18468,41169,63460,51187,64432,2186,1029,4636,11406,2991,3130,670,1044,9030,33557,1354,2408,5654,5224,4899,7465,26916,21599,65021,74704,1703,777,36692,31195,46690,29910,44584,6945,7013,8408,10942,6632,5744,3475,2782,55156,26,84000,Warren, Michigan
355,356,356,"St. Cloud city, Minnesota",1600000US2756896,4267,20561,5882,19247,19980,64612,49080,67356,1457,807,1810,11624,1587,1655,159,486,2990,13768,833,2080,1856,2024,1937,2391,26622,11421,59079,81548,866,807,39095,23749,41324,34313,48654,2947,2956,3156,4260,2699,3687,1731,1489,25189,27,56896,St. Cloud, Minnesota
356,357,357,"Woodbury city, Minnesota",1600000US2771428,5256,33844,7071,24609,22593,135223,103547,133702,3348,4536,652,7500,0,530,79,160,247,19383,56,-999999999,2897,5073,1154,2334,49960,7005,124138,152109,2927,4229,66944,56516,82911,68519,77565,4870,5721,1892,3738,334,1266,523,160,26388,27,71428,Woodbury, Minnesota
357,358,358,"Gulfport city, Mississippi",1600000US2829700,5302,35205,9809,15403,21447,54580,37330,54024,696,549,2392,8278,1348,1689,3310,897,9108,18519,1277,4345,2378,1691,2449,3677,22757,11380,48378,62556,574,506,29954,25875,38728,20797,34875,2934,2522,3720,5360,2449,2876,5711,3082,29899,28,29700,Gulfport, Mississippi
358,359,359,"Bayonne city, New Jersey",1600000US3403580,4300,24700,7692,18374,18643,87200,65951,82579,1607,1056,1198,8642,766,1513,278,220,3462,15063,332,-999999999,2251,3111,1706,3095,30777,8680,74378,95158,1317,806,35521,35685,52274,44337,54205,3876,3765,2554,4531,1773,2282,1132,1167,23743,34,3580,Bayonne, New Jersey
359,360,360,"Paterson city, New Jersey",1600000US3457000,6115,20945,11513,13618,39465,71315,49367,65111,2102,1470,3734,9833,4564,3196,2469,1295,14405,35732,1452,2852,4539,4869,5106,6502,22393,13194,53090,70997,1905,1287,38028,32540,41505,23446,38802,6635,6110,6598,7746,5859,4147,5097,3162,48926,34,57000,Paterson, New Jersey
360,361,361,"Albuquerque city, New Mexico",1600000US3502000,44946,30044,68418,18400,171416,73036,51099,71289,10534,10337,11622,8769,8892,10887,7658,4738,35724,129769,6341,1911,16798,22517,15836,25512,30328,98722,64835,86356,8567,8364,38560,30864,46588,33240,48663,24598,30686,31369,40571,22779,23576,21153,12888,228491,35,2000,Albuquerque, New Mexico
361,362,362,"Buffalo city, New York",1600000US3611000,17228,20423,30032,16559,79338,58287,37359,53634,2681,2326,11713,8735,6088,6845,5537,3615,34661,56546,7421,3774,7450,6371,8692,8794,23215,52900,45272,61023,1667,1487,38529,28581,41986,30828,43058,12360,9578,15296,15627,13866,14447,14675,8590,109446,36,11000,Buffalo, New York
362,363,363,"New Rochelle city, New York",1600000US3650617,5274,31881,8658,19639,21988,146784,86606,141318,1612,5360,1292,8511,1366,967,226,85,3375,18145,381,-999999999,2255,3508,2506,1400,49722,8728,105314,162529,1209,4623,51856,35230,61206,50775,93739,2645,4918,3499,3194,2391,1109,954,1191,26873,36,50617,New Rochelle, New York
363,364,364,"Charlotte city, North Carolina",1600000US3712000,38543,26138,69935,20070,286318,94514,60764,93601,21453,30697,10967,9783,12293,17247,7028,3687,29311,198212,2954,3242,25871,30829,23115,34045,37913,137706,76201,114981,17585,26512,41308,36340,51896,45895,60579,40508,46909,46351,61590,28292,31577,17524,11017,335918,37,12000,Charlotte, North Carolina
364,365,365,"Oklahoma City city, Oklahoma",1600000US4055000,38817,25695,64642,18833,200532,76439,53973,76561,13335,12464,11916,9567,11381,12828,7043,4437,27994,149351,7003,1584,20848,23029,18264,29791,30429,96421,65588,90994,11543,10187,37829,31862,46308,37965,51423,29242,30843,34538,47546,25343,25089,15217,12155,245772,40,55000,Oklahoma City, Oklahoma
365,366,366,"Bend city, Oregon",1600000US4105800,6972,37238,12174,20005,31021,98672,62664,97175,3057,4430,585,11939,1395,2320,952,279,3756,24057,835,2445,3053,4193,2097,3509,40060,17103,89269,118766,2782,3477,47353,35903,54151,42334,58909,4979,6115,4444,7087,4077,3563,1584,1824,41160,41,5800,Bend, Oregon
366,367,367,"Eugene city, Oregon",1600000US4123850,11432,27518,22046,19074,57133,65858,52521,69482,3366,3033,3168,9829,2427,2509,1837,806,12430,36897,1742,2344,6082,6444,3574,7778,30679,36561,73477,90171,2846,2594,37486,25991,45637,32277,45180,9224,8827,9291,14190,7431,8221,6377,3498,73458,41,23850,Eugene, Oregon
367,368,368,"Medford city, Oregon",1600000US4147000,5863,26523,10767,19452,25387,65692,51450,67372,1579,888,1930,9868,2159,1505,1149,67,7800,20689,1775,1737,2600,3334,3456,4086,27597,12699,61973,80081,1499,834,31558,29925,48516,36552,42347,3557,4188,5471,7108,3955,3141,2232,1269,33388,41,47000,Medford, Oregon
368,369,369,"Salem city, Oregon",1600000US4164900,12786,26782,19651,17726,49726,72181,52152,73345,2577,2051,2639,9413,3578,3469,1691,1224,12584,39937,2838,2797,4967,7482,5477,7931,28836,24254,62670,82201,2336,1782,40607,30454,41191,36286,55443,7674,9530,10061,11817,6269,6800,3821,3591,64191,41,64900,Salem, Oregon
369,370,370,"North Charleston city, South Carolina",1600000US4550875,8069,23656,9980,16503,37207,58029,46823,61142,1953,917,2312,8706,3137,3265,978,297,5123,24472,237,-999999999,4436,3000,3670,3286,24752,19933,56226,71434,1748,655,31692,28291,40843,35503,45303,6543,3530,6305,8363,7170,5444,2937,1243,44405,45,50875,North Charleston, South Carolina
370,371,371,"Chattanooga city, Tennessee",1600000US4714000,10948,23893,26325,17230,57897,72600,46730,69991,2126,4144,4148,8680,3714,3761,2017,1083,13060,40845,1515,3598,6924,6464,5555,6435,30413,35176,66391,87667,1716,3176,38379,30590,43346,32202,48104,9498,8424,11658,11428,9389,9070,6058,4226,76021,47,14000,Chattanooga, Tennessee
371,372,372,"Atascocita CDP, Texas",1600000US4804462,3505,26773,4527,21903,22615,121034,102594,122098,2450,3393,356,7275,344,540,99,410,1906,21107,539,-999999999,3359,5522,1917,3211,36869,-999999999,103311,129209,2400,3305,52190,41148,60004,56212,-999999999,3978,7204,2087,3274,1003,753,423,529,25094,48,4462,Atascocita, Texas
372,373,373,"Austin city, Texas",1600000US4805000,42277,33311,63126,19065,345812,102037,71543,104191,31288,45869,11180,8828,10366,12934,7551,4096,30346,206386,3804,3678,22622,42140,18882,31078,43923,184009,93491,127110,23324,33393,51431,41653,57144,54979,74881,44343,66319,46461,68190,26066,27593,22279,11987,390395,48,5000,Austin, Texas
373,374,374,"Bryan city, Texas",1600000US4810912,4063,28244,6125,16931,24559,61124,47452,62138,872,1019,1644,11686,1532,1711,818,724,3427,16774,688,2527,2257,2222,2696,3259,23802,12927,54658,75083,711,844,36831,29189,37294,35626,43684,2666,3365,5489,5518,3166,3428,3039,1139,29701,48,10912,Bryan, Texas
374,375,375,"Killeen city, Texas",1600000US4839148,10552,23015,9085,16252,43760,58172,51219,61244,1530,395,2330,9536,2426,2551,1276,1265,8360,35034,368,1092,5695,4598,7132,8560,22597,17152,57311,67312,1136,395,36121,31634,41419,38556,43648,7171,6227,11049,11337,5157,3725,3273,2322,52186,48,39148,Killeen, Texas
375,376,376,"New Braunfels city, Texas",1600000US4850820,6903,33224,8170,20120,24225,84123,73023,94034,1867,1957,1268,8820,876,1137,245,769,796,20766,410,-999999999,3234,4574,2221,4103,33762,9015,82828,110017,1695,1912,46058,37025,54858,43993,53146,4877,5304,4198,5992,1720,1815,700,1351,29781,48,50820,New Braunfels, Texas
376,377,377,"Tyler city, Texas",1600000US4874144,3747,51020,11106,19598,27388,76595,53962,78886,1942,1654,2516,8888,1381,2240,860,501,3876,23224,263,-999999999,3111,4537,3774,3342,29069,12373,68371,98826,1824,1654,36765,30462,41814,31743,38872,4712,5020,5537,5522,2868,3120,3543,1679,35597,48,74144,Tyler, Texas
377,378,378,"Wichita Falls city, Texas",1600000US4879000,6642,25774,11142,16210,27672,62638,47195,64817,1024,772,2541,10831,2625,1736,1110,824,5805,23082,765,1364,3449,4169,3355,4261,24164,12354,61690,76357,996,557,32459,25996,45022,27949,40250,5189,4619,5501,5290,4338,3147,3101,2455,35436,48,79000,Wichita Falls, Texas
378,379,379,"Ogden city, Utah",1600000US4955980,5516,21477,7650,17668,24159,63949,51369,63045,1244,680,1990,9490,1514,1196,496,539,3769,19030,634,2176,3217,2376,3378,4631,23195,11668,61623,73523,1164,519,32079,29244,40856,32237,42041,4697,3007,5178,6415,3460,2808,2314,895,30698,49,55980,Ogden, Utah
379,380,380,"Sandy city, Utah",1600000US4967440,6803,25042,9186,23478,27730,111736,92703,109761,4195,3345,1491,9887,684,1205,463,150,981,24990,689,3771,4046,6502,2338,3156,38751,8359,102063,120765,3525,2921,51330,41093,62338,55930,73393,5431,7124,2977,4762,1843,2380,883,409,33349,49,67440,Sandy, Utah
380,381,381,"South Jordan city, Utah",1600000US4970850,3211,39075,4416,22990,18637,128074,101374,129929,2375,2931,410,6605,107,339,50,0,218,17168,49,-999999999,3736,5279,692,1977,38000,-999999999,106410,145825,2116,2872,50510,45622,76265,52273,-999999999,3966,5952,1264,2978,723,630,433,0,21252,49,70850,South Jordan, Utah
381,382,382,"Seattle city, Washington",1600000US5363000,40324,30420,64977,20355,286402,133642,93481,131383,38165,63017,10685,9560,5329,4279,2515,2646,25289,153225,7490,2750,16436,29035,8408,17797,60625,184777,130656,172160,21699,45081,67051,52385,81260,68343,93740,37934,60589,28123,44421,16086,18819,19313,11535,338002,53,63000,Seattle, Washington
382,383,383,"Appleton city, Wisconsin",1600000US5502375,4806,18225,8617,20789,23565,79261,60021,76152,1341,1091,1695,12884,1569,1494,229,508,2862,19628,82,-999999999,3184,4190,1955,4178,30700,10236,73310,90410,1270,1051,40120,36235,50906,36314,42091,4681,4725,3834,6379,2991,2863,800,1159,29864,55,2375,Appleton, Wisconsin
383,384,384,"Racine city, Wisconsin",1600000US5566000,4524,17339,9109,17826,23145,56533,42761,54370,681,327,2951,9712,1725,2091,1462,528,8031,17773,426,-999999999,2541,2289,3095,3275,21785,12385,49910,61336,553,214,32920,29874,42419,27475,37611,3474,3180,4332,5391,4141,3947,3173,1512,30158,55,66000,Racine, Wisconsin
384,385,385,"Auburn city, Alabama",1600000US0103076,2905,30987,3698,22598,18243,88397,46436,81370,1417,1942,602,10084,847,858,460,240,609,13069,154,-999999999,2403,2752,1058,1342,30222,10236,91368,120650,1306,1803,44564,20930,61044,16061,31219,2800,3015,1697,2136,2747,1901,4605,1045,23305,1,3076,Auburn, Alabama
385,386,386,"Montgomery city, Alabama",1600000US0151000,14161,26983,24725,17345,58610,72883,49070,71748,3587,3060,7159,9689,5012,3416,4041,1408,15115,46722,1416,1462,6767,7019,6493,7343,28852,30302,59617,83781,2766,2457,36580,29246,46255,32945,50621,9592,8459,10408,13118,10033,6691,7693,4383,77024,1,51000,Montgomery, Alabama
386,387,387,"Avondale city, Arizona",1600000US0404720,4798,20113,6164,17842,23746,78514,63242,77361,1629,1244,1286,9558,853,1536,589,423,3328,20173,575,1977,3245,4120,2591,4272,26377,7667,72284,86352,1426,1118,40871,37997,46622,36938,44094,4652,4799,4168,4936,1874,2448,1330,760,27840,4,4720,Avondale, Arizona
387,388,388,"Tucson city, Arizona",1600000US0477000,38646,27853,65205,17880,158141,57401,43676,58387,7366,4404,10867,10253,12296,10840,6443,2985,34219,114800,4689,2946,14435,14307,18384,25758,23553,94583,54924,70493,5844,3508,33571,26128,37010,29994,40970,20910,18729,35196,40046,27015,23766,20967,10984,209383,4,77000,Tucson, Arizona
388,389,389,"Springdale city, Arkansas",1600000US0566080,3289,16312,6002,18248,23423,69304,50799,72591,873,1045,1210,10651,1430,1928,793,120,1761,20741,27,-999999999,3006,1929,4844,4773,24705,6542,58418,81892,873,1045,31505,29818,41391,31930,38940,3641,2359,5913,6099,2757,3193,1102,301,27283,5,66080,Springdale, Arkansas
389,390,390,"Baldwin Park city, California",1600000US0603666,1801,28648,4593,16692,15986,74478,64254,75193,1259,377,1378,8677,1833,1200,99,403,2044,15553,1355,2504,2238,2772,2026,3460,19980,-999999999,65491,76856,1184,338,31903,26305,37061,24772,-999999999,2711,3371,2207,3504,2431,1293,585,486,18224,6,3666,Baldwin Park, California
390,391,391,"Berkeley city, California",1600000US0606000,6325,45887,10535,19173,35439,128364,81362,131579,3952,9057,1517,7981,825,640,569,192,3054,19849,606,2547,1663,3348,967,2819,49951,23957,136379,191643,2085,6741,63684,40024,85657,50273,79003,4067,5885,3708,5837,2774,3021,3313,2192,43806,6,6000,Berkeley, California
