,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
110,0500000US36061,"New York County, New York",1628701,47.3,52.7,4.7,9.6,9,22.4,14.3,12.2,11.3,9,7.5,37.6,85.7,82.5,19.7,16.5,232979,50.3,49.7,1395722,46.8,53.2,510028,47.2,52.8,616860,49.1,50.9,268834,40.8,59.2,36,061
111,0500000US36047,"Kings County, New York",2582830,47.4,52.6,7.2,15.6,8.1,18.4,14,11.7,11.2,7.9,6,35.4,77.2,74.2,17.1,13.9,588823,51.1,48.9,1994007,46.3,53.7,683251,48.5,51.5,951959,46.7,53.3,358797,40.9,59.1,36,047
112,0500000US36055,"Monroe County, New York",742474,48.2,51.8,5.5,15.3,9.9,14.1,11.5,12.7,13.8,9.8,7.4,39.2,79.2,74.8,21.6,17.3,154216,51,49,588258,47.5,52.5,178290,50.1,49.9,281858,47.7,52.3,128110,43.5,56.5,36,055
113,0500000US36119,"Westchester County, New York",967612,48.5,51.5,5.6,16.3,8.8,11.5,12.7,14.3,13.7,9.1,8,40.9,78.1,74.3,20.7,17.1,211845,51.6,48.4,755767,47.6,52.4,196418,50.1,49.9,394012,48.4,51.6,165337,42.6,57.4,36,119
114,0500000US36103,"Suffolk County, New York",1481093,49.3,50.7,5.4,15.8,9,11.9,11.7,14.8,14.5,9.5,7.4,41.8,78.9,75.1,20.8,16.9,313018,51.1,48.9,1168075,48.8,51.2,309477,51.5,48.5,608516,49.5,50.5,250082,43.8,56.2,36,103
115,0500000US21111,"Jefferson County, Kentucky",770517,48.3,51.7,6.3,15.9,8.5,14.8,12.5,12.3,13.5,9.5,6.7,38.6,77.8,74.1,19.9,16.1,170794,51.1,48.9,599723,47.5,52.5,179535,50,50,295767,48.2,51.8,124421,42.4,57.6,21,111
116,0500000US37081,"Guilford County, North Carolina",533670,47.4,52.6,5.9,16.4,10.8,13.8,12.3,13.2,12.5,8.9,6.2,37,77.7,71.9,18.8,15.1,119037,50.7,49.3,414633,46.4,53.6,131234,47.1,52.9,202925,47.4,52.6,80474,42.6,57.4,37,081
117,0500000US26081,"Kent County, Michigan",653786,49.2,50.8,6.7,17.4,9.5,15.7,12.7,12,12.3,8.1,5.6,35.5,75.9,71.8,17.2,13.7,157809,51.3,48.7,495977,48.6,51.4,164596,50.3,49.7,241630,49.2,50.8,89751,43.8,56.2,26,081
118,0500000US37119,"Mecklenburg County, North Carolina",1093901,48.1,51.9,6.6,16.9,9.1,17,14.6,13.5,11,7,4.2,35.2,76.4,72.7,14.2,11.2,257714,50.8,49.2,836187,47.3,52.7,285578,49,51,428018,47.7,52.3,122591,42,58,37,119
119,0500000US37183,"Wake County, North Carolina",1092305,48.7,51.3,6.2,17.7,9.1,14.7,14.9,14.3,11.4,7.3,4.3,36.4,76.1,72.1,14.6,11.6,261532,50.8,49.2,830773,48,52,260294,49.4,50.6,443639,48.5,51.5,126840,43.2,56.8,37,183
120,0500000US39035,"Cuyahoga County, Ohio",1243857,47.7,52.3,5.7,15,8.7,14.2,11.5,12.4,14.3,10.1,8.1,40.4,79.3,75.8,22.3,18.2,257827,50.9,49.1,986030,46.8,53.2,284817,49.4,50.6,475076,47.6,52.4,226137,42,58,39,035
121,0500000US39061,"Hamilton County, Ohio",816684,48.3,51.7,6.5,16.5,9.3,15.3,11.8,12,13.3,8.8,6.5,36.6,77.1,73.1,19,15.3,187275,50.7,49.3,629409,47.5,52.5,200954,49.9,50.1,303438,48.1,51.9,125017,42.5,57.5,39,061
122,0500000US39049,"Franklin County, Ohio",1310300,48.8,51.2,7.1,16.2,9.8,18.3,13.4,11.9,11.4,7.3,4.7,34.1,76.8,72.3,15.3,12,304644,50.9,49.1,1005656,48.2,51.8,368772,49.7,50.3,479343,48.9,51.1,157541,42.5,57.5,39,049
123,0500000US24510,"Baltimore city, Maryland",602495,46.9,53.1,6.3,14.1,9.6,19.1,12.6,11.6,12.7,8.3,5.6,35.5,79.6,75.5,17.9,14,123114,50.7,49.3,479381,45.9,54.1,172841,47.8,52.2,222471,46.6,53.4,84069,40.3,59.7,24,510
124,0500000US24033,"Prince George's County, Maryland",909308,48.1,51.9,6.5,15.7,9.7,14.6,13.4,13.9,13,8.3,4.9,37.4,77.8,73.3,16.8,13.3,201928,50.8,49.2,707380,47.4,52.6,220649,50.4,49.6,366106,47.4,52.6,120625,41.7,58.3,24,033
125,0500000US24003,"Anne Arundel County, Maryland",576031,49.6,50.4,6.2,16.1,8.7,14.1,13.5,13.5,13.3,8.7,6,38.2,77.8,74.6,18.4,14.7,127974,50.8,49.2,448057,49.2,50.8,131129,52.5,47.5,232117,49.2,50.8,84811,44.3,55.7,24,003
126,0500000US24005,"Baltimore County, Maryland",828431,47.4,52.6,5.9,15.7,8.8,13.8,12.2,12.8,13.7,9.6,7.6,39.5,78.4,74.4,21.4,17.2,178822,50.9,49.1,649609,46.4,53.6,186424,48.9,51.1,320643,47,53,142542,42,58,24,005
127,0500000US24031,"Montgomery County, Maryland",1052567,48.4,51.6,6.3,16.9,7.8,12.7,13.8,13.9,13.1,8.8,6.7,39.2,76.8,73.6,19.3,15.5,244087,51.1,48.9,808480,47.6,52.4,216177,50.1,49.9,428658,47.9,52.1,163645,43.3,56.7,24,031
128,0500000US25025,"Suffolk County, Massachusetts",807252,48.4,51.6,5.2,11.4,13.7,23.4,12.9,11,10.4,7,5,32.9,83.4,77.2,14.7,12,133658,50.7,49.3,673594,47.9,52.1,299320,48.8,51.2,277322,48.9,51.1,96952,42.4,57.6,25,025
129,0500000US25027,"Worcester County, Massachusetts",830839,49.3,50.7,5.4,15.6,9.7,13.1,12.1,14.2,14.3,9.2,6.4,40,79,74.6,19.7,15.6,174421,51.2,48.8,656418,48.8,51.2,189072,50.9,49.1,337504,49.3,50.7,129842,44.7,55.3,25,027
130,0500000US25017,"Middlesex County, Massachusetts",1614714,48.9,51.1,5.3,14.4,10,15.6,13.1,13.4,12.9,8.6,6.6,38.4,80.3,76.2,18.8,15.2,318633,51.1,48.9,1296081,48.4,51.6,412527,50.5,49.5,637494,49.1,50.9,246060,43.3,56.7,25,017
131,0500000US25005,"Bristol County, Massachusetts",564022,48.4,51.6,5.2,15.4,9.2,12.7,12.4,14.1,14.1,9.8,7,40.9,79.4,75.6,21.1,16.8,116098,50.9,49.1,447924,47.8,52.2,123952,50.2,49.8,229116,48.5,51.5,94856,42.8,57.2,25,005
132,0500000US25009,"Essex County, Massachusetts",790638,48.3,51.7,5.6,15.7,9.3,12.3,12,13.8,14.3,9.8,7.2,41.1,78.7,74.5,21,17.1,168346,51.1,48.9,622292,47.5,52.5,170700,50.2,49.8,316714,48,52,134878,43,57,25,009
133,0500000US25023,"Plymouth County, Massachusetts",518132,48.8,51.2,5.3,16,8.7,11,11.4,14.5,15,10.8,7.2,43,78.7,75.1,22.4,18.1,110245,51.4,48.6,407887,48.1,51.9,101953,50.5,49.5,212328,48.6,51.4,93606,44.1,55.9,25,023
134,0500000US25021,"Norfolk County, Massachusetts",705388,48,52,5.3,15.6,8.7,12.9,12.6,14,14,9.4,7.5,40.7,79.1,75.6,20.7,16.9,147526,50.8,49.2,557862,47.3,52.7,152695,48.9,51.1,286209,48.5,51.5,118958,42.5,57.5,25,021
135,0500000US39153,"Summit County, Ohio",541918,48.6,51.4,5.5,15.4,8.6,13.2,11.9,13,14.6,10.4,7.6,41,79.1,75.6,22.5,18,113126,50.8,49.2,428792,48,52,117793,50.4,49.6,213532,48.5,51.5,97467,44.1,55.9,39,153
136,0500000US39113,"Montgomery County, Ohio",532331,48.3,51.7,6.1,16,9.2,13.6,11.5,12.2,13.5,10.1,7.9,39.2,77.9,74,21.6,18,117544,52,48,414787,47.3,52.7,121110,49.6,50.4,198033,48.2,51.8,95644,42.5,57.5,39,113
137,0500000US40143,"Tulsa County, Oklahoma",648360,48.8,51.2,7.1,18.2,8.8,14.7,12.9,11.9,12.1,8.6,5.8,35.9,74.7,70.9,17.7,14.4,164041,51.2,48.8,484319,48,52,152126,49.9,50.1,238874,48.7,51.3,93319,43,57,40,143
138,0500000US40109,"Oklahoma County, Oklahoma",792582,49,51,7.5,18.2,9,15.6,12.9,11.3,11.9,8.1,5.5,34.8,74.3,70.5,16.8,13.7,203376,51.3,48.7,589206,48.2,51.8,195059,50,50,285870,48.7,51.3,108277,43.5,56.5,40,109
139,0500000US26125,"Oakland County, Michigan",1259201,49,51,5.5,15.5,8.1,13.3,12.5,14,14.3,9.9,6.9,40.8,79,75.7,20.9,16.8,264031,51.1,48.9,995170,48.4,51.6,269677,51.5,48.5,513907,48.7,51.3,211586,43.8,56.2,26,125
140,0500000US26163,"Wayne County, Michigan",1753893,48.2,51.8,6.5,17.1,8.7,14.2,11.7,13,13.3,9,6.4,38.1,76.4,72.8,19.3,15.4,414230,51.1,48.9,1339663,47.3,52.7,401504,49.4,50.6,667898,48,52,270261,42.3,57.7,26,163
141,0500000US26099,"Macomb County, Michigan",874759,48.7,51.3,5.4,15.6,8.2,13.4,12,14,14.3,9.7,7.3,40.7,79,75.8,21,17,184009,51.1,48.9,690750,48,52,188704,50.8,49.2,353039,48.5,51.5,149007,43.4,56.6,26,099
