,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,GEO_ID,NAME,S0201_213E,S0201_214E,S0201_215E,S0201_216E,S0201_217E,S0201_218E,S0201_219E,S0201_220E,S0201_221E,S0201_222E,S0201_223E,S0201_224E,S0201_225E,S0201_226E,S0201_227E,S0201_228E,S0201_229E,S0201_230E,S0201_231E,S0201_232E,S0201_233E,S0201_234E,S0201_235E,S0201_236E,S0201_237E,S0201_238E,S0201_239E,S0201_240E,S0201_241E,S0201_294E,S0201_295E,S0201_296E,S0201_301E,S0201_302E,S0201_303E,state,county
87,0500000US53053,"Pierce County, Washington",328519,75407,79.8,93251,27.5,20024,4.3,11381,2.9,2747,20.9,33113,11.4,223206,87122,77.9,100606,6.6,65591,15.5,44537,891299,35797,187509,132935,70786,57040,60131,46279,148562,71,29,115737,48.4,51.6,53,053
88,0500000US53061,"Snohomish County, Washington",300215,87440,82,107734,26.8,20871,4.3,10536,2.7,2605,18.6,25361,8.1,211582,100787,76.8,112856,7.9,77298,15.3,56156,814901,39500,186487,125640,83401,60351,66849,50105,149475,70.5,29.5,93268,49.4,50.6,53,061
89,0500000US55079,"Milwaukee County, Wisconsin",384281,49636,77.2,71232,28.5,17743,7.6,10620,2,2787,15.2,22961,18.6,218292,62728,60.7,85885,10.7,43767,28.6,33970,948201,28641,172940,151695,62713,48354,49884,41150,123929,74.6,25.4,185698,50,50,55,079
90,0500000US31055,"Douglas County, Nebraska",220858,64390,81.6,91715,26.6,19602,4.5,9545,1.7,2845,14.8,26286,9.9,134887,82869,73.8,99531,8.2,52486,18,39122,566880,35490,117994,95057,76185,56553,53236,44427,94271,78.8,21.2,80385,54.8,45.2,31,055
91,0500000US55025,"Dane County, Wisconsin",226350,71582,83.5,94115,23.4,22230,3.4,10171,1.4,2361,17.8,30636,5.3,127612,98589,82,108504,4.8,65260,13.2,46987,542364,40425,125402,97365,77887,58378,56363,48759,92093,77.2,22.8,92377,54.5,45.5,55,025
92,0500000US18097,"Marion County, Indiana",373634,47780,79.7,69274,24.8,18761,6.6,10422,1.7,1917,14.6,20847,11.4,206317,61579,62.9,80718,8.8,43719,28.3,33826,954670,27950,181138,159850,60199,48122,46407,40062,135124,77.7,22.3,163231,48.5,51.5,18,097
93,0500000US32003,"Clark County, Nevada",808605,57076,78.5,80868,28.2,19333,4.8,10401,3,2942,17.1,32192,12.6,507341,69298,66.8,82414,11.8,52630,21.4,41676,2231647,30754,431801,337843,64098,51439,45117,39621,302030,68.7,31.3,350111,46.8,53.2,32,003
94,0500000US34025,"Monmouth County, New Jersey",236327,99642,78.7,140420,34.1,22677,4.3,11831,1.2,3294,20.7,35926,5.3,163558,123066,81.3,138015,6,79200,12.7,57519,621354,51716,131559,95079,115208,77446,79293,59034,119621,68,32,57207,43.8,56.2,34,025
95,0500000US34013,"Essex County, New Jersey",289921,63368,80.6,110195,27.4,18991,6.9,9629,2.7,2396,13.4,32833,15.3,189597,81747,60.8,121736,9.3,51891,29.9,42165,799767,39708,157204,127870,94955,63769,57568,49588,91680,60,40,153669,45.8,54.2,34,013
96,0500000US34029,"Ocean County, New Jersey",228622,68551,69.7,96176,44.2,21976,4,13326,1.2,3718,26.2,31572,5.1,150140,86114,81,94583,5.7,75813,13.3,47349,601651,36158,101779,71299,83149,59485,63638,50427,108481,61.7,38.3,42246,36.7,63.3,34,029
97,0500000US34023,"Middlesex County, New Jersey",285480,88217,83.8,113162,28.6,21772,3.6,8875,1,2899,17.5,27595,5.8,207900,104584,76.2,123326,6.6,69718,17.2,56367,829685,39116,178341,126825,88195,66075,72083,52859,119205,66.6,33.4,99758,52.9,47.1,34,023
98,0500000US34031,"Passaic County, New Jersey",169521,75259,81.4,102646,29.3,19509,5.1,9580,1.8,2860,15.7,28292,16.8,125204,84553,66.9,105659,8.9,65772,24.2,45460,503310,33809,106712,76002,72185,58825,51737,47251,59512,57.5,42.5,76720,47.9,52.1,34,031
99,0500000US34007,"Camden County, New Jersey",188840,67523,76.7,97096,35.1,19297,6,9444,2.2,1790,17.9,26618,11.5,122775,85873,65.7,111443,9,58463,25.3,40493,507078,34891,91956,81614,81568,54586,60222,46470,82333,67.1,32.9,59606,39.3,60.7,34,007
100,0500000US34003,"Bergen County, New Jersey",339953,100361,82.1,139087,31,22192,3.6,10424,0.9,2715,13.9,33091,4.7,243393,122539,78.6,141683,6,81831,15.4,66493,936692,50530,212097,155444,108613,75315,75322,60235,140350,63.9,36.1,114028,53.6,46.4,34,003
101,0500000US34039,"Union County, New Jersey",192021,82186,83.3,121894,29.5,19607,4,9666,1.7,2487,17.1,27523,7.4,137761,98341,69.9,120878,8.9,74417,21.2,55083,558067,42326,125927,94706,90812,64593,60190,51551,72782,65.8,34.2,78753,50.1,49.9,34,039
102,0500000US34017,"Hudson County, New Jersey",263924,74414,84.6,115146,22.5,16571,4.9,9351,2.3,2588,9.5,19622,13.8,158957,80997,68,105287,10.5,63909,21.5,37726,676061,42150,167053,114058,89826,69028,60686,51958,59268,61.7,38.3,170877,55.2,44.8,34,017
103,0500000US35001,"Bernalillo County, New Mexico",270655,51208,74.1,74523,31.5,18425,5.2,8938,2.7,2089,20.4,31365,15.8,159729,65701,66.5,84548,10,46241,23.5,33654,678701,30539,125302,100997,66651,49738,46232,38080,105151,69.5,30.5,97009,47.9,52.1,35,001
104,0500000US20173,"Sedgwick County, Kansas",198024,55882,78.5,76751,29.6,19670,6.7,9424,2.6,2532,18,20809,10.9,123752,71433,73.4,85660,8.2,37286,18.4,39588,513607,29479,102128,76212,67125,48582,51429,40639,79572,79.8,20.2,69291,53.4,46.6,20,173
105,0500000US20091,"Johnson County, Kansas",231184,86746,84.2,117226,26.6,22431,2.1,10127,0.5,4786,15.6,26979,2.4,156199,106286,83.1,120507,4.3,66669,12.6,45509,597555,46475,139958,98438,100335,65737,70763,51234,112102,80.4,19.6,69435,57.4,42.6,20,091
106,0500000US36005,"Bronx County, New York",507370,38467,72.2,65503,26.9,14574,13,8846,9.3,3218,13,23834,36.6,323214,46815,42,68109,12.4,50371,45.7,30294,1432132,21712,222779,188128,51616,47896,40475,40260,52420,52.6,47.4,394088,38.8,61.2,36,005
107,0500000US36081,"Queens County, New York",788110,69320,80.9,93677,28.8,18027,5.6,9592,2.8,3196,15.2,26479,13,539742,75797,68.1,87618,8.7,72408,23.2,50568,2278906,31866,479601,377889,63226,58084,50481,47396,196491,53.5,46.5,407411,46.2,53.8,36,081
108,0500000US36047,"Kings County, New York",969317,61220,78.3,102086,25.3,16939,9,9350,4.6,3248,11.9,25240,22.3,591462,71054,62.7,88667,8.6,58736,28.7,46148,2582830,34709,463818,425326,78714,67450,56026,51725,176187,53.2,46.8,641635,46.7,53.3,36,047
109,0500000US36061,"New York County, New York",752258,85066,78.3,169191,24.3,18110,6,9031,3.1,3732,11.8,33985,12.2,319832,107493,67.1,166622,7.3,71060,25.6,41081,1628701,74911,356862,320668,159437,104620,92458,74721,80829,76.3,23.7,543641,55.1,44.9,36,061
110,0500000US36119,"Westchester County, New York",352498,94811,79.4,155345,32.8,21926,4.9,9638,2.1,3975,19.4,40134,9.1,238521,121990,74.5,148483,6.4,80101,19.2,52592,967612,56893,199810,141685,132138,86714,76796,63347,136914,63.1,36.9,132400,45.9,54.1,36,119
111,0500000US36059,"Nassau County, New York",447123,116304,80.4,152329,34.8,23137,3.1,11250,1.3,3261,22.1,38711,4,340833,133326,79.1,147853,5.7,93553,15.2,81708,1358343,50397,285641,218623,110928,78343,78831,62072,223935,61.5,38.5,84115,45.2,54.8,36,059
112,0500000US36055,"Monroe County, New York",301668,60222,74.6,81950,33.8,19975,6.4,9365,3.2,3338,20.5,25177,14.6,180738,80944,70.7,99501,7.1,51072,22.2,33324,742474,32970,134511,111242,70305,56417,55719,47002,126459,76.6,23.4,102450,45.7,54.3,36,055
113,0500000US36103,"Suffolk County, New York",496784,100468,79.2,128153,35.5,22574,4.2,11646,1.9,3957,22.7,36694,6.4,360416,116089,77.6,129371,6.7,83071,15.7,63270,1481093,43905,315291,235094,92692,67004,70633,53865,259877,60,40,96176,43.5,56.5,36,103
114,0500000US36029,"Erie County, New York",390341,56369,73.8,79219,34.1,19890,6.2,9611,3.1,3733,21.9,25062,15.1,230402,75761,71.5,91431,7.4,52579,21.1,40875,919719,32795,170439,140790,68368,53442,53213,44464,150287,78.7,21.3,131293,51.1,48.9,36,029
115,0500000US37119,"Mecklenburg County, North Carolina",418135,63967,84.8,97024,21.3,20557,3.1,10020,0.8,3865,12.3,25856,7.9,257010,80720,70.4,103831,7.5,52797,22.1,40790,1093901,38367,247659,196467,82330,56043,54483,42129,178480,75.3,24.7,176689,53.8,46.2,37,119
116,0500000US21111,"Jefferson County, Kentucky",311263,55851,77.7,79990,31.4,18548,5.4,9424,1.9,2675,20.1,27937,10.6,186545,69552,67.8,91686,9.1,50448,23.1,30069,770517,32955,146177,123736,72049,51592,51124,41538,123135,76.5,23.5,113182,53.5,46.5,21,111
117,0500000US37081,"Guilford County, North Carolina",209842,51803,79.2,75983,29.5,19995,4.6,9621,1.5,2633,16.2,23242,13.7,133620,65924,67.8,90635,7.4,39675,24.7,31938,533670,30877,98701,80073,70586,49906,49441,38264,81249,74.7,25.3,84526,50.8,49.2,37,081
118,0500000US37183,"Wake County, North Carolina",408473,79970,86.3,105081,22.4,21962,2.7,9935,1.1,2830,15.8,29058,5.7,271974,99529,78.6,116717,4.8,59039,16.6,46905,1092305,41022,246005,191135,87132,63405,62242,50038,193479,81.7,18.3,143721,57,43,37,183
119,0500000US39061,"Hamilton County, Ohio",344562,57189,79,84656,27.3,18523,6.3,9921,3,2882,16.7,27905,11.5,200962,77326,66.7,101035,8.6,50956,24.6,35288,816684,35957,161513,132125,77358,55685,54298,44478,132849,78.6,21.4,139556,52.8,47.2,39,061
120,0500000US39049,"Franklin County, Ohio",519468,60373,82.8,82291,22.9,18343,5.3,10300,1.7,2820,15.6,29672,10.7,301328,75032,67.1,95873,8.3,52883,24.5,37399,1310300,33500,269097,227690,70874,53333,52169,42488,196628,77,23,228080,56.8,43.2,39,049
121,0500000US24510,"Baltimore city, Maryland",237204,51000,74.1,82700,28.9,16347,10.2,9093,3.6,3767,17.3,22850,21.3,117955,65702,52.6,92547,8.7,49379,38.8,38776,602495,31433,103056,110255,69912,55562,50983,43472,76090,71.1,28.9,117311,50.6,49.4,24,510
122,0500000US24033,"Prince George's County, Maryland",315759,83034,85.6,96870,24.5,18403,4.2,9700,1.9,2457,22.6,42656,7.9,206154,96929,63.3,117864,9,71440,27.7,68354,909308,37093,190537,175626,66160,65055,52879,55864,157843,68.2,31.8,115941,47.8,52.2,24,033
123,0500000US24003,"Anne Arundel County, Maryland",212687,97814,83.1,121257,28.2,21058,2.6,11058,2,2202,24.4,35602,5.4,145626,114547,77.6,130197,5,90437,17.4,58720,576031,46407,133365,101620,92917,70006,68909,58546,120286,73.3,26.7,53470,52.6,47.4,24,003
124,0500000US24005,"Baltimore County, Maryland",313259,76182,80.1,100766,33,20750,3.8,10149,1.6,2998,21.6,28327,9.2,203785,93684,69.5,114149,8.1,63657,22.4,55420,828431,39071,161127,148259,81036,62302,61220,50454,146331,75,25,99333,46.4,53.6,24,005
125,0500000US24031,"Montgomery County, Maryland",368334,108188,85.4,143190,24,22567,3,9222,1.4,3013,17.7,46745,5.9,257291,127733,79.1,145586,5.8,76682,15.1,68377,1052567,53493,230311,181129,109545,84452,75967,66700,172356,72.7,27.3,123357,51.2,48.8,24,031
126,0500000US25025,"Suffolk County, Massachusetts",315049,69985,80.2,111086,22.7,15893,7.9,9562,3.1,3341,9.4,28331,16.4,153541,82961,61.4,111630,9,67480,29.6,41853,807252,41657,158453,142163,90079,70612,60993,56565,80709,67.1,32.9,190658,49,51,25,025
127,0500000US25017,"Middlesex County, Massachusetts",612224,100517,82.4,137928,26.6,20209,4.4,10105,1.9,4021,14.7,31272,7,385308,124281,79.6,144238,5.7,83420,14.7,55728,1614714,52157,358226,266561,109214,80357,80589,62567,257455,71,29,223776,54.8,45.2,25,017
128,0500000US25005,"Bristol County, Massachusetts",215132,66205,76.6,92948,34.2,17977,7.4,9945,3.9,3182,19.8,24475,16.3,141303,82958,71.1,103050,7.1,60158,21.8,40581,564022,34887,109648,84355,78609,55216,61106,47732,85374,71.4,28.6,79071,53.7,46.3,25,005
129,0500000US25023,"Plymouth County, Massachusetts",189304,90484,78.6,120622,34.7,19557,6,9566,2.1,3492,20.7,31414,10.1,131226,113033,76.4,126205,7.1,80353,16.5,66537,518132,43869,104943,75459,95992,72169,71052,57117,103640,69,31,39705,45.4,54.6,25,023
130,0500000US25009,"Essex County, Massachusetts",295481,76604,78.8,113245,32.6,19039,6.6,9211,3.1,2756,16.8,36756,13.7,198593,96887,71.6,123409,8,61848,20.4,45697,790638,41971,156887,122895,91825,67679,66050,52326,131554,68.9,31.1,103709,41.5,58.5,25,009
131,0500000US25021,"Norfolk County, Massachusetts",267880,100356,81.1,146844,29.3,20615,4.6,10364,1.6,3332,17.5,29857,6.3,174936,129723,80,147169,4.9,84771,15.1,68901,705388,54599,146031,114972,123282,82339,81371,67170,126389,70.1,29.9,81787,53.9,46.1,25,021
132,0500000US39153,"Summit County, Ohio",226243,58876,76.3,80351,33.5,18984,5.7,8731,4,3809,21.7,26953,12.6,135033,77800,71.1,94227,7.9,55330,21,38514,541918,33736,105710,83462,71815,52509,53783,42375,97262,80.9,19.1,70977,54.6,45.4,39,153
133,0500000US39035,"Cuyahoga County, Ohio",542122,49910,73.6,79882,31.3,17762,7.3,9594,2.9,3138,18.2,27013,16.4,295330,70181,64.1,93192,8.8,43817,27.1,33576,1243857,33531,225649,202096,75072,53340,52066,42879,187336,75.9,24.1,212008,51,49,39,035
134,0500000US39113,"Montgomery County, Ohio",224225,50838,75,69825,32.9,17730,6.9,9403,2.5,3395,22.2,26097,13.7,131352,67103,64.3,85757,8.5,53219,27.2,34437,532331,29970,96332,77657,63918,47692,49917,39401,82843,79.3,20.7,85898,55.5,44.5,39,113
135,0500000US40143,"Tulsa County, Oklahoma",250492,55638,79.1,81192,28.4,20223,5,10398,2.3,1776,14.6,21893,11,158364,71414,71.6,86437,7.6,56945,20.8,35320,648360,31607,132894,98811,72464,47707,50601,37523,88593,77.9,22.1,97089,55.5,44.5,40,143
136,0500000US40109,"Oklahoma County, Oklahoma",302645,52214,80.4,76682,27.5,18527,4.7,9804,2.9,1858,17.4,25613,12.4,186085,64223,69,81511,8.3,45936,22.6,31580,792582,31189,157321,127685,69841,45536,46563,36380,105280,76.4,23.6,118932,53.4,46.6,40,109
137,0500000US25027,"Worcester County, Massachusetts",308831,71853,77.9,102621,30.8,18880,6.2,9464,3.2,3829,16.3,27901,12,202026,95247,76,107218,6.7,62924,17.4,46082,830839,37069,166281,128634,83097,60414,65001,50480,141276,72.7,27.3,97899,51.6,48.4,25,027
138,0500000US26125,"Oakland County, Michigan",503645,80193,79,111077,31.2,22019,4.2,10842,1.6,2405,20,28892,6.4,317128,102407,78.9,119213,5.6,68679,15.5,47003,1259201,44104,278458,189638,97059,64891,73585,51989,237698,78.5,21.5,139233,57.1,42.9,26,125
139,0500000US26163,"Wayne County, Michigan",687546,46390,70.6,72076,34,18310,8.9,9634,2.6,2385,20.8,23556,22.3,408205,60108,59.7,82558,9.5,44242,30.8,32364,1753893,26988,286416,236703,65358,49459,50612,40521,216169,73.6,26.4,237960,47.1,52.9,26,163
140,0500000US26081,"Kent County, Michigan",244046,61537,80.5,87507,28.3,20639,4.6,10703,2.4,4694,16.4,20239,9.2,163120,76497,75.6,90461,8.1,50640,16.3,38176,653786,32749,132588,97653,73287,52364,51409,41415,111313,79.2,20.8,70745,53,47,26,081
141,0500000US26099,"Macomb County, Michigan",347508,62107,76.8,80654,34.3,20118,5.9,10308,1.9,1956,22.3,22089,10.8,227394,76333,73.3,88974,7.1,63520,19.6,41524,874759,31940,177343,129156,67861,50316,55439,41864,161109,75.9,24.1,85624,54,46,26,099
